tax_period_end_date,tax_period_start_date,ein,return_type_code,year,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance,reference_link
2019-06-30,2018-07-01,56-0532129,990,2018,163889209,2221321,37567952,400712460,27653081,58853819,736037985,8497566118,177375334,398470450,91566848,380223513,20865132,8580756409,https://projects.propublica.org/nonprofits/download-xml?object_id=202021979349306017
2018-06-30,2017-07-01,56-0532129,990,2017,127925200,4320847,36490530,554086687,26072534,53415376,681056350,7886329071,117860979,908790366,89041660,305957313,20415325,8497566118,https://projects.propublica.org/nonprofits/download-xml?object_id=201921359349311137
2017-06-30,2016-07-01,56-0532129,990,2016,134331518,4336279,30055873,365675237,26134997,46619198,595899017,6816799085,720600842,758983475,86753679,303634618,19666034,7886329071,https://projects.propublica.org/nonprofits/download-xml?object_id=201801359349312415
2016-06-30,2015-07-01,56-0532129,990,2015,107897323,4653086,23533726,200169954,23801662,42361224,557336699,7272129904,137175368,-229083475,82073571,264809551,16539590,6816799085,https://projects.propublica.org/nonprofits/download-xml?object_id=201721359349305002
2015-06-30,2014-07-01,56-0532129,990,2014,105356637,3118311,25803803,467007936,21565090,40792694,557487551,7012623559,288397235,276821181,78414785,227297286,,7272129904,https://projects.propublica.org/nonprofits/download-xml?object_id=201601379349308100
2014-06-30,2013-07-01,56-0532129,990,2013,118243338,2950013,26378857,614557933,21916277,37362559,577204625,6019979874,125705635,1150829206,76193058,207698098,,7012623559,https://projects.propublica.org/nonprofits/download-xml?object_id=201501359349303590
,,56-0532129,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201421359349301637
2023-08-31,2022-09-01,58-0566256,990,2022,245475438,13194644,18906412,317230243,28089569,0,917501876,8905812494,279203170,263698480,51201086,251633437,26382764,9119496857,https://projects.propublica.org/nonprofits/download-xml?object_id=202431929349300718
2022-08-31,2021-09-01,58-0566256,990,2021,291565968,13201846,57025951,738123305,7233620,600,821428954,9713595126,49941797,-549185993,42842655,241369686,24326095,8905812494,https://projects.propublica.org/nonprofits/download-xml?object_id=202341959349300544
2021-08-31,2020-09-01,58-0566256,990,2020,-258133986,13136024,10102082,703470133,30566985,,762848801,7467506671,1027991,2541116543,40053193,232009733,23993153,9713595126,https://projects.propublica.org/nonprofits/download-xml?object_id=202211949349300936
2020-08-31,2019-09-01,58-0566256,990,2019,-16693090,24940326,7904732,304764271,4172437,,667323856,7072756171,78163794,694008238,31045191,322556500,23819841,7467506671,https://projects.propublica.org/nonprofits/download-xml?object_id=202121959349301672
2019-08-31,2018-09-01,58-0566256,990,2018,62360270,11303102,4873356,392032212,145742,,643372677,6464536599,292998264,599055065,29942643,230701487,23189627,7072756171,https://projects.propublica.org/nonprofits/download-xml?object_id=202041979349303554
2018-08-31,2017-09-01,58-0566256,990,2017,93476705,10886860,6665553,195020806,1546958,0,614949563,6175223812,59005107,502127129,27763922,221891319,22164208,6464536599,https://projects.propublica.org/nonprofits/download-xml?object_id=201921919349301027
2017-08-31,2016-09-01,58-0566256,990,2016,85099658,8906589,4518218,337400552,22702070,3310,601386937,5775784405,62885056,603741196,35098656,210272785,21815404,6175223812,https://projects.propublica.org/nonprofits/download-xml?object_id=201841979349300874
2016-08-31,2015-09-01,58-0566256,990,2015,122383610,6315779,3999546,92543075,23180390,5867,522177752,5763138887,54586238,213296802,24897719,209481805,20857998,5775784405,https://projects.propublica.org/nonprofits/download-xml?object_id=201711959349300411
2015-08-31,2014-09-01,58-0566256,990,2014,123679699,3553183,3630045,317742284,28715777,1085,486735603,5962965212,108493602,-66428385,22051776,200138770,19700996,5763138887,https://projects.propublica.org/nonprofits/download-xml?object_id=201642009349301069
2014-08-31,2013-09-01,58-0566256,990,2013,34791914,10934301,3746762,512204417,27173018,11375,476168432,5247301885,52572333,893744270,18150191,193769135,18733950,5962965212,https://projects.propublica.org/nonprofits/download-xml?object_id=201501969349301380
,,58-0566256,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201401969349300335
2023-06-30,2022-07-01,15-0532082,990,2022,171825100,1560539,21124476,237594475,42349606,27260532,17989182,9109777903,247365398,315463790,67407078,256483851,52102503,9296613659,https://projects.propublica.org/nonprofits/download-xml?object_id=202401319349304360
2022-06-30,2021-07-01,15-0532082,990,2021,86862647,1757287,37707189,775474506,39283441,28398596,15830099,9230316421,282764614,-92945525,59332046,201002344,50023217,9109777903,https://projects.propublica.org/nonprofits/download-xml?object_id=202311299349304021
2021-06-30,2020-07-01,15-0532082,990,2020,79932572,1678297,31475800,700181267,36952901,22382133,19930692,6678526938,212788526,2704871491,58390650,242703854,64776030,9230316421,https://projects.propublica.org/nonprofits/download-xml?object_id=202211309349301136
2020-06-30,2019-07-01,15-0532082,990,2019,107335101,1708747,30692848,191530901,35914015,10189346,38513453,6783134979,201134263,111917735,56918850,312135584,48605605,6678526938,https://projects.propublica.org/nonprofits/download-xml?object_id=202121269349302507
2019-06-30,2018-07-01,15-0532082,990,2018,68622694,1822560,25042173,282329181,36749216,4871629,25338099,6702170986,119794469,343343472,56152080,281692233,44329635,6783134979,https://projects.propublica.org/nonprofits/download-xml?object_id=202031349349301523
2018-06-30,2017-07-01,15-0532082,990,2017,67936985,1316870,26625285,423427098,41853659,6478529,33930155,6335520329,142594770,639735017,56780770,316655728,42242632,6702170986,https://projects.propublica.org/nonprofits/download-xml?object_id=201901339349305860
2017-06-30,2016-07-01,15-0532082,990,2016,77296506,624143,17095546,326733240,45585728,4213434,45096366,5584197786,387247101,683220281,58471312,216531449,44142078,6335520329,https://projects.propublica.org/nonprofits/download-xml?object_id=201801299349300645
2016-06-30,2015-07-01,15-0532082,990,2015,97852240,873073,19451873,204124483,36367458,5290906,41604012,5883517457,184454650,-181287034,55359166,204449446,42678675,5584197786,https://projects.propublica.org/nonprofits/download-xml?object_id=201741309349302099
2015-06-30,2014-07-01,15-0532082,990,2014,118196984,-355793,0,302008428,15551114,3043750,28279018,5744869444,241117041,193711812,51080905,203466849,41633086,5883517457,https://projects.propublica.org/nonprofits/download-xml?object_id=201631349349307318
2014-06-30,2013-07-01,15-0532082,990,2013,103963483,2462,18825906,312244836,1673634,3501796,28091560,5140214516,162578975,791728922,81084751,230432044,38136174,5744869444,https://projects.propublica.org/nonprofits/download-xml?object_id=201501319349302275
,,15-0532082,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201401349349302840
2023-06-30,2022-07-01,62-0476822,990,2022,168033936,5497489,82132845,237423761,59213645,60998953,216583247,10206067253,91636549,-197457616,137615126,278434968,,9684196092,https://projects.propublica.org/nonprofits/download-xml?object_id=202401319349302750
2022-06-30,2021-07-01,62-0476822,990,2021,262051226,4113302,107452718,1327088893,254591083,61025596,186117348,10928512328,122443535,-470441456,127116659,247330495,,10206067253,https://projects.propublica.org/nonprofits/download-xml?object_id=202331239349300533
2021-06-30,2020-07-01,62-0476822,990,2020,198033826,2085497,10992747,1101761006,316295244,5942163,194760860,6917370798,423800008,3934880718,117488246,230050950,0,10928512328,https://projects.propublica.org/nonprofits/download-xml?object_id=202211299349300036
2020-06-30,2019-07-01,62-0476822,990,2019,25537232,5716870,18613585,186645646,44488924,5953703,175004172,6270876230,978780332,-21305654,119632223,191347887,0,6917370798,https://projects.propublica.org/nonprofits/download-xml?object_id=202101339349301840
2019-06-30,2018-07-01,62-0476822,990,2018,19434316,7572154,44070231,266540454,34526609,7229014,182181440,4608461291,1549707251,394155692,118763645,162684359,0,6270876230,https://projects.propublica.org/nonprofits/download-xml?object_id=202031959349303053
2018-06-30,2017-07-01,62-0476822,990,2017,19396040,6590281,19279438,287099716,30984318,6816318,200599730,4136465261,172664350,519217263,115304268,91535316,13045999,4608461291,https://projects.propublica.org/nonprofits/download-xml?object_id=201941339349305274
2017-06-30,2016-07-01,62-0476822,990,2016,24985371,6789318,13093896,250267587,28393868,5019638,203364635,3795585401,129140956,428676790,109451788,93745467,13740631,4136465261,https://projects.propublica.org/nonprofits/download-xml?object_id=201801349349302190
2016-06-30,2015-07-01,62-0476822,990,2015,11624246,10585301,22290916,2891061,17530517,2367831,193941397,4093386484,154345834,-172420504,103887979,162527753,13311681,3795584401,https://projects.propublica.org/nonprofits/download-xml?object_id=201731289349301003
2015-06-30,2014-07-01,62-0476822,990,2014,3822294,5041390,6195231,286200359,13779780,2906073,332709616,4046250379,75832665,148787412,75365887,89465646,12652439,4093386484,https://projects.propublica.org/nonprofits/download-xml?object_id=201601309349301480
2014-06-30,2013-07-01,62-0476822,990,2013,120820289,8668952,6225863,-61582367,4459580,2489704,336700552,3635343038,88751983,491337590,69952281,87607660,11622291,4046250379,https://projects.propublica.org/nonprofits/download-xml?object_id=201521319349300017
,,62-0476822,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201421329349300727
2023-06-30,2022-07-01,36-2177139,990,2022,82636970,,13633089,118098907,5536641,11220090,1772029169,8472886717,201510916,265392209,83782462,377528774,21809134,8456669472,https://projects.propublica.org/nonprofits/download-xml?object_id=202421349349306107
2022-06-30,2021-07-01,36-2177139,990,2021,111249640,,17297790,436091646,6023715,10741973,1580896870,9484454182,211589989,-804238065,76170946,319388028,23360415,8472886717,https://projects.propublica.org/nonprofits/download-xml?object_id=202321329349307887
2021-06-30,2020-07-01,36-2177139,990,2020,77660513,,16797588,443294420,11224499,8463042,1256604104,7116270400,165642922,2625667859,71422158,331298363,20406478,9484454182,https://projects.propublica.org/nonprofits/download-xml?object_id=202201329349304120
2020-06-30,2019-07-01,36-2177139,990,2019,76986207,,13282641,172745238,9051900,6180428,1175452377,7161288450,164534768,216309392,67411795,337614821,20835594,7116270400,https://projects.propublica.org/nonprofits/download-xml?object_id=202111329349304371
2019-06-30,2018-07-01,36-2177139,990,2018,97523668,,10699380,285976741,9404688,5080278,1127708938,6925641100,182817930,476958234,64583071,342442537,17103206,7161288450,https://projects.propublica.org/nonprofits/download-xml?object_id=202031929349301603
2018-06-30,2017-07-01,36-2177139,990,2017,71873771,8501559,8214413,394982206,9304036,2782012,995252716,6536945638,299641262,548201127,61410267,376046512,21690148,6925641100,https://projects.propublica.org/nonprofits/download-xml?object_id=201941359349304984
2017-06-30,2016-07-01,36-2177139,990,2016,73022464,7597404,26252181,290730051,8362886,6530975,1054150659,6045003000,197328000,681260000,57769000,310975000,17902000,6536945000,https://projects.propublica.org/nonprofits/download-xml?object_id=201831319349303178
2016-06-30,2015-07-01,36-2177139,990,2015,64603367,7499151,12280389,155030918,7792207,4118288,1039030756,6471559000,138940000,-134354000,52663000,360568000,17911000,6045003000,https://projects.propublica.org/nonprofits/download-xml?object_id=201701309349303620
2015-06-30,2014-07-01,36-2177139,990,2014,74960383,7721706,10668363,310190315,7547982,4092862,1008760326,6460254000,159687000,252160000,48896000,334354000,17292000,6471559000,https://projects.propublica.org/nonprofits/download-xml?object_id=201631339349302453
2014-06-30,2013-07-01,36-2177139,990,2013,106038533,7282180,8984680,265471875,7262081,5077195,1014267577,5886968000,137041000,784536000,44718000,285901000,17672000,6460254000,https://projects.propublica.org/nonprofits/download-xml?object_id=201541319349303034
,,36-2177139,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201401329349300645
2023-06-30,2022-07-01,02-0222111,990,2022,119391293,5065731,251877057,146268073,1778745,107690324,131544323,8065742787,149573506,110622827,80255514,315558596,0,7930125010,https://projects.propublica.org/nonprofits/download-xml?object_id=202441359349306269
2022-06-30,2021-07-01,02-0222111,990,2021,83423350,5922700,36622871,754874529,2058355,14932930,137698707,8484189450,186387695,-269234227,68087306,267512825,0,8065742787,https://projects.propublica.org/nonprofits/download-xml?object_id=202311329349301631
2021-06-30,2020-07-01,02-0222111,990,2020,50456621,6702188,3278032,877423908,2652471,423021,131509986,5975179828,96279098,2702437338,64022187,225684627,0,8484189450,https://projects.propublica.org/nonprofits/download-xml?object_id=202211339349300541
2020-06-30,2019-07-01,02-0222111,990,2019,67614813,6240792,2952187,402191777,2578118,766048,118895011,5731322087,107796093,409069726,59929335,213078743,0,5975179828,https://projects.propublica.org/nonprofits/download-xml?object_id=202111329349300341
2019-06-30,2018-07-01,02-0222111,990,2018,57195692,4482130,3638356,414197422,1672704,515809,118854905,5494203052,102953449,386849471,55221722,197462163,0,5731322087,https://projects.propublica.org/nonprofits/download-xml?object_id=202001919349300145
2018-06-30,2017-07-01,02-0222111,990,2017,56377273,5376806,5716091,419384813,5218759,528236,131943596,4956494167,183367884,590875248,51914253,184619994,,5494203052,https://projects.propublica.org/nonprofits/download-xml?object_id=201901349349300845
2017-06-30,2016-07-01,02-0222111,990,2016,52080227,5437058,6834373,325795521,4847046,3636021,130036065,4474403649,77116273,630383527,49921282,175488000,,4956494167,https://projects.propublica.org/nonprofits/download-xml?object_id=201821299349302197
