ein,year,reference_link,tax_period_end_date,tax_period_start_date,return_type_code,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance
36-2182171,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201731309349301718,2016-06-30,2015-07-01,990,7399855,64972,8641,15958398,0,0,893173,409613000,5071000,-9440000,17211000,0,0,388033000
36-2182171,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201631309349300108,2015-06-30,2014-07-01,990,7801716,65490,6247,29229587,null,null,812082,405027000,3952000,16703000,16069000,0,0,409613000
36-2182171,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201521289349301237,2014-06-30,2013-07-01,990,6451321,140722,6625,36347771,0,0,737933,352506000,9610000,57963000,15052000,null,null,405027000
99-0085260,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421359349302572,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,450105602,24427087,34313763,null,null,17483404,491363048
99-0085260,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301329349302630,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,483639756,28054683,-47260861,null,null,14327976,450105602
99-0085260,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202201349349300225,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,341690144,19724165,135117678,null,null,12892231,483639756
99-0085260,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131339349306233,2020-06-30,2019-07-01,990,6620250,282663,43820,2432832,1225652,0,null,326993437,33132523,-6053358,null,null,12382458,341690144
99-0085260,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001369349304305,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,321039892,12539154,4945653,0,0,11531262,326993437
99-0085260,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201931359349300228,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,294688609,18917155,2311604,0,0,15877476,300039892
99-0085260,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201831359349300218,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,259182813,18651593,31553466,0,0,14699263,294688609
99-0085260,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201721339349300407,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,267384686,11997767,-3682992,0,0,16516648,259182813
99-0085260,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201641359349300004,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,261070433,18532753,3456297,0,0,15674797,267384686
99-0085260,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201531359349306958,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,225165516,14916394,34853922,0,0,13865399,261070433
14-1338580,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202401289349302805,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,501796213,14506242,33360875,26319458,1218709,null,522125163
14-1338580,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202301329349302980,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,598746292,17698258,-87303755,25929717,1414865,null,501796213
14-1338580,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202211369349302006,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,478019726,16761010,128897291,8027952,16903783,null,598746292
14-1338580,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121329349303672,2020-06-30,2019-07-01,990,5037560,116565,0,13162725,2722867,0,2939743,470309116,9611876,21033478,6050367,16884377,null,478019726
14-1338580,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202011369349303706,2019-06-30,2018-07-01,990,7191586,124277,0,34177670,3115730,0,2515289,456527586,8554451,38302861,5677347,16798435,10600000,470309116
14-1338580,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901309349305265,2018-06-30,2017-07-01,990,3895649,0,0,18903079,2140028,0,2550466,427586553,4500706,57144453,5436858,18167268,9100000,456527586
14-1338580,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201801319349302850,2017-06-30,2016-07-01,990,3834849,0,0,27489537,1517756,0,2005013,389226052,4662783,56624928,5273607,10727603,6926000,427586553
14-1338580,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201721319349303957,2016-06-30,2015-07-01,990,2274362,0,0,3080044,1370867,0,3046612,441009071,6441875,-33656371,4776487,14194036,5598000,389226052
14-1338580,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201621329349303767,2015-06-30,2014-07-01,990,1858043,0,0,6772158,1135955,0,2091883,415844050,12456645,40902738,4356901,15852461,7985000,441009071
14-1338580,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201511279349301881,2014-06-30,2013-07-01,990,2871671,0,0,27799555,1000415,0,2859859,358608739,8448287,72927869,4009105,11568740,8563000,415844050
13-1624202,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421859349300422,2023-08-31,2022-09-01,990,null,null,null,null,null,null,null,447983986,5749396,35793465,6054554,15325810,1031769,467114714
13-1624202,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202341889349300804,2022-08-31,2021-09-01,990,null,null,null,null,null,null,null,508660230,14050443,-53529118,5398074,14527362,1272133,447983986
13-1624202,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202241939349301434,2021-08-31,2020-09-01,990,null,null,null,null,null,null,null,384530881,46614720,96420693,5104656,12618801,1182607,508660230
13-1624202,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121939349301247,2020-08-31,2019-09-01,990,null,null,null,null,null,null,null,342745032,5127272,53406087,4651601,11148459,947450,384530881
13-1624202,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001909349300420,2019-08-31,2018-09-01,990,null,null,null,null,null,null,null,324092116,22944183,10981689,4159993,10226320,886643,342745032
13-1624202,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901919349300205,2018-08-31,2017-09-01,990,null,null,null,null,null,null,null,290822541,19848522,28481866,3462480,10777202,821131,324092116
13-1624202,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201821949349300902,2017-08-31,2016-09-01,990,null,null,null,null,null,null,null,275330127,3557719,26039107,3867923,9486539,749950,290822541
13-1624202,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201701929349300815,2016-08-31,2015-09-01,990,null,null,null,null,null,null,null,263086307,22458356,3048809,3181847,9406799,674699,275330127
13-1624202,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201521959349301502,2014-08-31,2013-09-01,990,null,null,null,null,null,null,null,239855754,4522253,44119990,2958398,8228172,646250,276665177
14-1260763,2023,https://projects.propublica.org/nonprofits/download-xml?object_id=202432899349301433,2023-12-31,2023-01-01,990,null,null,null,null,null,null,null,367827419,16165726,45513573,8383256,671942,null,420451520
14-1260763,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202302989349301455,2022-12-31,2022-01-01,990,null,null,null,null,null,null,null,411435155,12195295,-57363535,7806969,-9367473,null,367827419
14-1260763,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202330609349300908,2021-12-31,2021-01-01,990,null,null,null,null,null,null,null,339628445,18800315,54067563,5527773,-4466605,null,411435155
14-1260763,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202102929349300110,2020-12-31,2020-01-01,990,null,null,null,null,null,null,null,304272739,6272697,30036865,5502909,-4549053,null,339628445
14-1260763,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202002639349300000,2019-12-31,2019-01-01,990,null,null,null,null,null,null,null,252700217,8773963,44886190,7714922,-5627291,null,304272739
14-1260763,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=201913029349300516,2018-12-31,2018-01-01,990,null,null,null,null,null,null,null,266095468,6853173,-18127801,5147984,-3027361,null,252700217
14-1260763,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201842719349300544,2017-12-31,2017-01-01,990,null,null,null,null,null,null,null,226902675,4814661,33511484,4557216,-5423864,null,266095468
14-1260763,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201712359349301161,2016-12-31,2016-01-01,990,null,null,null,null,null,null,null,207742285,8311499,10353793,4976656,-5474254,2500,226902675
14-1260763,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201642289349303324,2015-12-31,2015-01-01,990,null,null,null,null,null,null,null,198523726,11324199,-2364732,4289226,-4550818,2500,207742285
14-1260763,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201522589349301067,2014-12-31,2014-01-01,990,null,null,null,null,null,null,null,184055446,10219112,7477810,4369057,-1142915,2500,198523726
14-1260763,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201442129349300519,2013-12-31,2013-01-01,990,null,null,null,null,null,null,null,146017738,8428890,26860015,4028408,-6779711,2500,184055446
58-0566243,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202411369349312021,2023-06-30,2022-07-01,990,3991632,null,null,21228726,2417650,null,12779622,463398851,2379086,38732095,null,25737055,null,478772977
58-0566243,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202311359349320406,2022-06-30,2021-07-01,990,1112063,0,0,27191073,2257383,0,17860389,541318955,5194310,-59098022,null,24016392,null,463398851
58-0566243,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202241369349303409,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,382891058,31697164,149315437,null,22584704,null,541318955
58-0566243,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202131379349302903,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,391813695,3196662,7133166,null,19252465,null,382891058
58-0566243,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202001489349300110,2019-06-30,2018-07-01,990,1780685,0,0,20592926,13164,0,7645826,393701579,678610,18056873,0,20623367,null,391813695
58-0566243,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201901309349304190,2018-06-30,2017-07-01,990,3713446,0,0,30360773,1601851,0,7839000,367884130,3725008,41975376,0,19882935,null,393701579
58-0566243,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201811349349310836,2017-06-30,2016-07-01,990,2904082,0,0,18162804,1571398,0,7235315,348408394,1318945,37414084,0,19257293,null,367884130
58-0566243,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201721329349300847,2016-06-30,2015-07-01,990,2676875,0,0,12766889,1665980,0,7094964,365029335,2951117,187050,0,19759108,null,348408394
58-0566243,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201611339349305586,2015-06-30,2014-07-01,990,3704229,0,0,40569205,1600398,0,6477913,368648473,3027282,17084644,0,23731064,null,365029335
58-0566243,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201541289349301949,2014-06-30,2013-07-01,990,3646988,0,0,26693878,1767854,0,6396042,328779797,2010658,56724046,0,18866028,null,368648473
13-1628149,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202421359349310127,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,447544377,10508116,32512845,11495442,9768558,2873061,466428277
13-1628149,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202341319349302509,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,460487934,8123665,136251,10319457,8593610,2290406,447544377
13-1628149,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202210469349301991,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,356578750,15521556,107794721,8875884,8799573,1731636,460487934
13-1628149,2019,https://projects.propublica.org/nonprofits/download-xml?object_id=202121059349302102,2020-06-30,2019-07-01,990,null,null,null,null,null,null,null,363622697,10881295,716504,8753158,7688299,2200289,356578750
13-1628149,2018,https://projects.propublica.org/nonprofits/download-xml?object_id=202020699349300327,2019-06-30,2018-07-01,990,null,null,null,null,null,null,null,345096123,16655566,18902606,8280462,7378662,1372474,363622697
13-1628149,2017,https://projects.propublica.org/nonprofits/download-xml?object_id=201930369349300113,2018-06-30,2017-07-01,990,null,null,null,null,null,null,null,327159251,8256583,25789908,7666043,6979625,1463951,345096123
13-1628149,2016,https://projects.propublica.org/nonprofits/download-xml?object_id=201830319349300923,2017-06-30,2016-07-01,990,null,null,null,null,null,null,null,286760958,17525964,38643166,6915878,6968280,1886679,327159251
13-1628149,2015,https://projects.propublica.org/nonprofits/download-xml?object_id=201700319349300425,2016-06-30,2015-07-01,990,null,null,null,null,null,null,null,296517921,16519202,-12319915,6530038,6235279,1190933,286760958
13-1628149,2014,https://projects.propublica.org/nonprofits/download-xml?object_id=201630419349301118,2015-06-30,2014-07-01,990,null,null,null,null,null,null,null,282048169,11394023,16022284,6301731,5216875,1427949,296517921
13-1628149,2013,https://projects.propublica.org/nonprofits/download-xml?object_id=201500439349302020,2014-06-30,2013-07-01,990,null,null,null,null,null,null,null,240710000,13732348,39368149,5741252,4842748,1178328,282048169
95-1664123,2022,https://projects.propublica.org/nonprofits/download-xml?object_id=202411279349303711,2023-06-30,2022-07-01,990,null,null,null,null,null,null,null,461984982,4259198,34337050,4469073,14133776,2168315,479810066
95-1664123,2021,https://projects.propublica.org/nonprofits/download-xml?object_id=202311259349302761,2022-06-30,2021-07-01,990,null,null,null,null,null,null,null,542361961,2070521,-62217342,3066291,15508404,1655463,461984982
95-1664123,2020,https://projects.propublica.org/nonprofits/download-xml?object_id=202221369349308232,2021-06-30,2020-07-01,990,null,null,null,null,null,null,null,377593995,3740526,185296421,5679783,17450256,1138942,542361961
