university_name,undergrad_enrollment,grad_enrollment,year,total_enrollment
Adler Graduate School,null,245,2023,245
Adler University,9,1665,2023,1674
Adrian College,1678,82,2023,1760
AdventHealth University,1221,471,2023,1692
Agape College of Business and Science,41,null,2023,41
Agnes Scott College,911,166,2023,1077
Agora University,null,null,2023,null
Aims Community College,7529,null,2023,7529
Air Force Institute of Technology-Graduate School of Engineering & Management,null,1005,2023,1005
Alabama A & M University,5845,769,2023,6614
Alabama College of Osteopathic Medicine,null,798,2023,798
Alabama State University,3322,548,2023,3870
Alaska Bible College,65,null,2023,65
Alaska Pacific University,437,141,2023,578
Albany College of Pharmacy and Health Sciences,547,328,2023,875
Albany Law School,null,628,2023,628
Albany Medical College,null,834,2023,834
Albany State University,6018,526,2023,6544
Albert Einstein College of Medicine,null,1328,2023,1328
Albertus Magnus College,892,269,2023,1161
Albion College,1354,null,2023,1354
Albizu University-Miami,226,561,2023,787
Albizu University-San Juan,763,1771,2023,2534
Albright College,1328,324,2023,1652
Alcorn State University,2432,462,2023,2894
Alder Graduate School of Education,null,453,2023,453
Alfred University,1422,421,2023,1843
Alhambra Medical University,37,107,2023,144
Alice Lloyd College,553,null,2023,553
Allegheny College,1231,null,2023,1231
Allegheny Wesleyan College,70,null,2023,70
Allen College,279,210,2023,489
Allen University,635,42,2023,677
Alliant International University-San Diego,355,3792,2023,4147
Alma College,1235,38,2023,1273
Alpena Community College,1530,null,2023,1530
Alvernia University,2050,435,2023,2485
Alverno College,887,832,2023,1719
Amberton University,111,786,2023,897
Ambria College of Nursing,195,null,2023,195
America Evangelical University,71,136,2023,207
American Academy of Art College,90,null,2023,90
American Academy of Health and Wellness,null,29,2023,29
American Baptist College,48,null,2023,48
American College of Acupuncture and Oriental Med,null,73,2023,73
American College of Education,277,11684,2023,11961
American College of Financial Services,3963,241,2023,4204
American College of Healthcare Sciences,812,230,2023,1042
American College of the Building Arts,140,null,2023,140
American Film Institute Conservatory,null,389,2023,389
American Institute of Alternative Medicine,374,19,2023,393
American InterContinental University System,6830,4167,2023,10997
American InterContinental University-Atlanta,670,59,2023,729
American InterContinental University-Houston,124,39,2023,163
American International College,1331,811,2023,2142
American Islamic College,6,8,2023,14
American Jewish University,117,92,2023,209
American Medical Academy,303,null,2023,303
American Medical Sciences Center,200,null,2023,200
American Musical and Dramatic Academy,1502,9,2023,1511
American National University,643,181,2023,824
American National University-Pikeville,240,89,2023,329
American Public University System,40478,9709,2023,50187
American Samoa Community College,909,null,2023,909
American University,7817,5202,2023,13019
American University of Health Sciences,364,159,2023,523
American University of Puerto Rico,null,null,2023,null
American University of Puerto Rico,null,null,2023,null
Amherst College,1910,null,2023,1910
Amridge University,226,410,2023,636
Ana G. Mendez University,4915,3467,2023,8382
Anabaptist Mennonite Biblical Seminary,null,147,2023,147
Anderson University,1095,160,2023,1255
Anderson University,3413,912,2023,4325
Andrew College,294,null,2023,294
Andrews University,1312,1525,2023,2837
Angeles College,484,9,2023,493
Angelo State University,9623,1627,2023,11250
Anna Maria College,995,337,2023,1332
Antelope Valley Community College District,12937,null,2023,12937
Antigua College International,266,null,2023,266
Antioch College,127,null,2023,127
Antioch University,107,327,2023,434
Antioch University-Los Angeles,61,827,2023,888
Antioch University-New England,null,967,2023,967
Antioch University-Santa Barbara,52,232,2023,284
Antioch University-Seattle,81,719,2023,800
AOMA Graduate School of Integrative Medicine,null,35,2023,35
Appalachian Bible College,215,3,2023,218
Appalachian College of Pharmacy,null,125,2023,125
Appalachian School of Law,null,140,2023,140
Appalachian State University,19405,1848,2023,21253
Aquinas College,1209,86,2023,1295
Aquinas Institute of Theology,null,83,2023,83
Arapahoe Community College,13978,null,2023,13978
Arcadia University,1890,1252,2023,3142
Arizona Christian University,1210,23,2023,1233
Arizona College of Nursing-Aurora,212,null,2023,212
Arizona College of Nursing-Cincinnati,65,null,2023,65
Arizona College of Nursing-Cleveland,84,null,2023,84
Arizona College of Nursing-Dallas,383,null,2023,383
Arizona College of Nursing-Falls Church,284,null,2023,284
Arizona College of Nursing-Fort Lauderdale,412,null,2023,412
Arizona College of Nursing-Las Vegas,1185,null,2023,1185
Arizona College of Nursing-Ontario,279,null,2023,279
Arizona College of Nursing-Phoenix,1062,null,2023,1062
Arizona College of Nursing-Salt Lake City,323,null,2023,323
Arizona College of Nursing-Sarasota,98,null,2023,98
Arizona College of Nursing-Southfield,415,null,2023,415
Arizona College of Nursing-Tampa,337,null,2023,337
Arizona College of Nursing-Tempe,1246,null,2023,1246
Arizona College of Nursing-Tucson,566,null,2023,566
Arizona School of Acupuncture and Oriental Medicine,null,20,2023,20
Arizona State University Campus Immersion,65174,14419,2023,79593
Arizona State University Digital Immersion,49310,16752,2023,66062
Arkansas Baptist College,373,null,2023,373
Arkansas Colleges of Health Education,null,826,2023,826
Arkansas State University,8760,5272,2023,14032
Arkansas Tech University,8808,679,2023,9487
Arlington Baptist University,268,8,2023,276
Art Academy of Cincinnati,255,4,2023,259
Art Center College of Design,2079,303,2023,2382
Asbury Theological Seminary,null,1715,2023,1715
Asbury University,1638,304,2023,1942
Ascent College,87,null,2023,87
Ashford University,24949,7655,2023,32604
Ashland University,3123,1020,2023,4143
Aspen University,2398,2797,2023,5195
Associated Beth Rivkah Schools,289,null,2023,289
Assumption University,1688,358,2023,2046
ATA Career Education,226,null,2023,226
ATA College-Cincinnati,264,null,2023,264
Atenas College,545,66,2023,611
Athenaeum of Ohio,39,127,2023,166
Athens State University,2531,424,2023,2955
ATI College-Whittier,141,null,2023,141
Atlanta Metropolitan State College,1551,null,2023,1551
Atlanta's John Marshall Law School,null,350,2023,350
Atlantic Institute of Oriental Medicine,74,89,2023,163
Atlantic University,1517,83,2023,1600
Atlantis University,313,355,2023,668
Auburn University,26874,6141,2023,33015
Auburn University at Montgomery,3407,1782,2023,5189
Augsburg University,2445,716,2023,3161
Augusta University,5684,4178,2023,9862
Augustana College,2446,38,2023,2484
Augustana University,1871,287,2023,2158
Aultman College of Nursing and Health Sciences,241,null,2023,241
Aurora University,4098,1837,2023,5935
Austin College,1128,8,2023,1136
Austin Community College District,35600,null,2023,35600
Austin Peay State University,8587,1358,2023,9945
Austin Presbyterian Theological Seminary,null,168,2023,168
Ave Maria School of Law,null,273,2023,273
Ave Maria University,1250,85,2023,1335
Averett University,1180,198,2023,1378
Aviator College of Aeronautical Science and Technology,314,null,2023,314
Avila University,1196,537,2023,1733
Azusa Pacific University,2977,3510,2023,6487
Babson College,2752,1191,2023,3943
Bacone College,106,null,2023,106
Bais Binyomin Academy,50,null,2023,50
Bais HaMedrash and Mesivta of Baltimore,91,null,2023,91
Bais Medrash Elyon,41,54,2023,95
Bais Medrash Mayan Hatorah,25,null,2023,25
Bais Medrash of Dexter Park,22,null,2023,22
Bais Medrash Toras Chesed,125,null,2023,125
Baker College,3572,326,2023,3898
Baker University,1457,488,2023,1945
Bakersfield College,30410,null,2023,30410
Bakke Graduate University,null,160,2023,160
Baldwin Wallace University,2809,499,2023,3308
Ball State University,14874,5566,2023,20440
Bank Street College of Education,null,597,2023,597
Baptist Health Sciences University,733,22,2023,755
Baptist Health System School of Health Professions,524,null,2023,524
Baptist Missionary Association Theological Seminary,52,43,2023,95
Baptist University of Florida,331,21,2023,352
Baptist University of the Americas,98,3,2023,101
Barclay College,163,24,2023,187
Bard College,2453,469,2023,2922
Bard College at Simon's Rock,312,null,2023,312
Barnard College,3353,null,2023,3353
Barnes-Jewish College Goldfarb School of Nursing,426,73,2023,499
Barry University,3150,3686,2023,6836
Barton College,1163,96,2023,1259
Bastyr University,58,702,2023,760
Bates College,1753,null,2023,1753
Bay Mills Community College,577,null,2023,577
Bay Path University,1278,1365,2023,2643
Baylor College of Medicine,null,1699,2023,1699
Baylor University,15155,5669,2023,20824
Be'er Yaakov Talmudic Seminary,679,null,2023,679
Beacon College,527,null,2023,527
Beal University,512,8,2023,520
Beckfield College-Florence,612,null,2023,612
Beis Medrash Heichal Dovid,183,null,2023,183
Belhaven University,1452,2164,2023,3616
Bellarmine University,2351,642,2023,2993
Bellevue College,11472,null,2023,11472
Bellevue University,11096,3380,2023,14476
Bellin College,612,224,2023,836
Bellingham Technical College,1850,null,2023,1850
Belmont Abbey College,1549,101,2023,1650
Belmont University,7330,1532,2023,8862
Beloit College,948,null,2023,948
Bemidji State University,3610,316,2023,3926
Benedict College,1694,37,2023,1731
Benedictine College,2391,74,2023,2465
Benedictine University,1842,1147,2023,2989
Benjamin Franklin Cummings Institute of Technology,592,null,2023,592
Bennett College,195,null,2023,195
Bennington College,776,91,2023,867
Bentley University,4350,914,2023,5264
Berea College,1487,null,2023,1487
Bergin University of Canine Studies,18,null,2023,18
Berkeley College-New York,1756,146,2023,1902
Berkeley College-Woodland Park,1900,107,2023,2007
Berkeley School of Theology,28,98,2023,126
Berklee College of Music,7608,840,2023,8448
Berry College,2226,144,2023,2370
Bet Medrash Gadol Ateret Torah,108,null,2023,108
Beth Hamedrash Shaarei Yosher Institute,83,null,2023,83
Beth Medrash Govoha,3532,5292,2023,8824
Beth Medrash Meor Yitzchok,222,null,2023,222
Beth Medrash of Asbury Park,109,null,2023,109
Bethany College,637,null,2023,637
Bethany College,645,26,2023,671
Bethany Global University,162,39,2023,201
Bethany Lutheran College,850,52,2023,902
Bethany Theological Seminary,null,66,2023,66
Bethel College-North Newton,502,null,2023,502
Bethel University,1107,115,2023,1222
Bethel University,2629,892,2023,3521
Bethel University,2719,255,2023,2974
Bethesda University,212,59,2023,271
Bethlehem College & Seminary,92,102,2023,194
Bethune-Cookman University,2414,101,2023,2515
Beulah Heights University,158,217,2023,375
Beverly Hills Design Institute,14,null,2023,14
Bexley Hall Seabury Western Theological Seminary Federation  Inc.,null,76,2023,76
Big Bend Community College,1786,null,2023,1786
Binghamton University,14409,4047,2023,18456
Biola University,3395,1901,2023,5296
Birmingham-Southern College,713,18,2023,731
Bismarck State College,4065,null,2023,4065
Black Hills State University,3279,196,2023,3475
Blackburn College,389,null,2023,389
Blackfeet Community College,282,null,2023,282
Blessing Rieman College of Nursing and Health Sciences,185,10,2023,195
Bloomfield College,904,6,2023,910
Blue Mountain Christian University,942,29,2023,971
Bluefield State University,1249,21,2023,1270
Bluefield University,694,295,2023,989
Bluffton University,602,76,2023,678
Bob Jones University,2477,416,2023,2893
Boise Bible College,103,null,2023,103
Boise State University,23491,3179,2023,26670
Bolivar Technical College,144,null,2023,144
Bon Secours Memorial College of Nursing,527,null,2023,527
Boricua College,401,78,2023,479
Boston Architectural College,306,481,2023,787
Boston Baptist College,33,null,2023,33
"Boston College, Trustees of",10083,5197,2023,15280
Boston Graduate School of Psychoanalysis Inc,null,169,2023,169
Boston University,18656,17968,2023,36624
Bowdoin College,1850,null,2023,1850
Bowie State University,5288,1120,2023,6408
Bowling Green State University-Firelands,1928,null,2023,1928
Bowling Green State University-Main Campus,14014,3013,2023,17027
Bradley University,3883,1334,2023,5217
Brandeis University,3675,1627,2023,5302
Brazosport College,4100,null,2023,4100
Brenau University,1195,1225,2023,2420
Brescia University,551,87,2023,638
Brevard College,764,23,2023,787
Brewton-Parker College,1049,74,2023,1123
Briar Cliff University,737,203,2023,940
Bridges Christian College,110,14,2023,124
Bridgewater College,1391,45,2023,1436
Bridgewater State University,8172,1378,2023,9550
Brigham Young University,32221,2853,2023,35074
Brigham Young University-Hawaii,2836,null,2023,2836
Brigham Young University-Idaho,42996,null,2023,42996
Brite Divinity School,null,119,2023,119
Brookline College-Albuquerque,492,null,2023,492
Brookline College-Phoenix,714,37,2023,751
Brookline College-Tempe,294,null,2023,294
Brooklyn Law School,null,1174,2023,1174
Broward College,29140,null,2023,29140
Brown University,7741,3775,2023,11516
Bryan College of Health Sciences,610,136,2023,746
Bryan College-Dayton,1398,150,2023,1548
Bryan University,2094,14,2023,2108
Bryan University,150,9,2023,159
Bryant & Stratton College-Albany,224,null,2023,224
Bryant & Stratton College-Buffalo,1840,null,2023,1840
Bryant & Stratton College-Greece,333,null,2023,333
Bryant & Stratton College-Online,9418,null,2023,9418
Bryant & Stratton College-Parma,522,null,2023,522
